"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"Plastic
genes",0.121951219512195,99.8780487804878,0.121951219512195,0,0,0,0,0,0,0,0,0,0
"Non-plastic
genes",0.18450184501845,99.8154981549816,0.0738007380073801,0,0,0,0.0738007380073801,0,0,0.03690036900369,0,0,0
