"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",0.146412884333821,99.8535871156662,0.146412884333821,0,0.146412884333821,0,0,0,0
"Non-plastic
genes",0.810372771474878,99.1896272285251,0.0810372771474878,0.729335494327391,0.729335494327391,0.0810372771474878,0,0,0
