"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"Plastic
genes",5.05836575875486,94.9416342412451,1.94552529182879,1.55642023346304,0,0.778210116731518,0.389105058365759,0,0.389105058365759,0,0
"Non-plastic
genes",1.84049079754601,98.159509202454,0,0.613496932515337,0.306748466257669,0,0,0,0.920245398773006,0,0
