"","V1","Loop_number","No_loop","Loop"
"1","frmA",0,0,1
"2","marA",37,0,1
"3","rprA",1,0,1
"4","phoP",2,0,1
"5","rclA",0,0,1
"6","rclC",0,0,1
"7","rclB",0,0,1
"8","tsuB",0,0,1
"9","yjgH",0,0,1
"10","yfcF",0,0,1
"11","recN",3,0,1
"12","nfo",3,0,1
"13","hscA",0,0,1
"14","iscX",0,0,1
"15","cbl",7,0,1
"16","cysC",0,0,1
"17","cysH",5,0,1
"18","cysA",1,0,1
"19","cysW",1,0,1
"20","comR",0,0,1
"21","kefC",0,0,1
"22","tcyN",0,0,1
"23","cynT",0,0,1
"24","cynS",0,0,1
"25","cynX",0,0,1
"26","yqhG",2,0,1
"27","arnB",0,0,1
"28","osmY",44,0,1
"29","gadB",87,0,1
"30","dps",34,0,1
"31","add",0,0,1
"32","ahpF",6,0,1
"33","clpB",1,0,1
"34","dnaJ",0,0,1
"35","dnaK",0,0,1
"36","grxA",0,0,1
"37","gshA",0,0,1
"38","gshB",0,0,1
"39","marB",40,0,1
"40","marR",25,0,1
"41","proP",7,0,1
"42","htpX",4,0,1
"43","katG",17,0,1
"44","groL",1,0,1
"45","groS",3,0,1
"46","hslO",0,0,1
"47","hslU",0,0,1
"48","hslV",0,0,1
"49","htpG",6,0,1
"50","osmB",3,0,1
"51","ybjC",6,0,1
"52","bhsA",3,0,1
"53","yccA",0,0,1
"54","ldtC",1,0,1
"55","spy",1,0,1
"56","yebE",0,0,1
"57","nrdF",3,0,1
"58","phoB",0,0,1
"59","phoU",17,0,1
"60","ahpC",2,0,1
"61","fdx",0,0,1
"62","ndh",19,0,1
"63","pepB",0,0,1
"64","pstA",17,0,1
"65","pstB",22,0,1
"66","pstC",19,0,1
"67","pstS",19,0,1
"68","tcyJ",140,0,1
"69","rpoS",57,0,1
"70","mcbA",0,0,1
"71","iscR",0,0,1
"72","nrdE",3,0,1
"73","nrdH",3,0,1
"74","nrdI",3,0,1
"75","sufA",13,0,1
"76","sufB",13,0,1
"77","sufC",13,0,1
"78","sufD",13,0,1
"79","sufE",13,0,1
"80","sufS",13,0,1
"81","hiuH",2,0,1
"82","sodA",70,0,1
"83","msrP",2,0,1
"84","msrA",0,0,1
"85","msrQ",2,0,1
"86","sodB",10,0,1
"87","iscA",1,0,1
"88","chaA",0,0,1
"89","uspE",4,0,1
"90","cysK",0,0,1
"91","osmC",10,0,1
"92","iscU",1,0,1
"93","phoA",2,0,1
"94","yqhD",0,0,1
"95","pspA",5,0,1
"96","inaA",8,0,1
"97","soxS",16,0,1
"98","cysM",1,0,1
"99","lysA",0,0,1
"100","frmR",0,0,1
"101","cysD",0,0,1
"102","cysN",0,0,1
"103","cysJ",7,0,1
"104","uspA",8,0,1
"105","osmE",16,0,1
"106","otsB",0,0,1
"107","sodC",0,0,1
"108","yfcG",0,0,1
"109","otsA",0,0,1
"110","hscB",0,0,1
"111","katE",5,0,1
"112","hprS",0,0,1
"113","degP",4,0,1
"114","cysI",5,0,1
"115","cpxP",1,0,1
"116","hprR",0,0,1
"117","cysP",1,0,1
"118","tsuA",0,0,1
"119","frmB",0,0,1
"120","bdcA",0,0,1
"121","soxR",3,0,1
"122","sbp",0,0,1
"123","iscS",1,0,1
"124","yciW",0,0,1
"125","clpP",2,0,1
"126","phoR",0,0,1
"127","yhhW",0,0,1
