"","V1","Loop_number","No_loop","Loop"
"1","frmA",0,0,1
"2","marA",37,0,1
"3","rprA",1,0,1
"4","phoP",2,0,1
"5","rclB",0,0,1
"6","tsuA",0,0,1
"7","tsuB",0,0,1
"8","hiuH",2,0,1
"9","msrP",2,0,1
"10","msrQ",2,0,1
"11","yjgH",0,0,1
"12","bdcA",0,0,1
"13","yfcF",0,0,1
"14","recN",1,0,1
"15","nfo",3,0,1
"16","hscA",0,0,1
"17","iscX",0,0,1
"18","cbl",7,0,1
"19","cysC",0,0,1
"20","cysH",5,0,1
"21","cysA",1,0,1
"22","cysW",1,0,1
"23","bhsA",3,0,1
"24","ldtC",1,0,1
"25","comR",0,0,1
"26","kefC",0,0,1
"27","tcyN",0,0,1
"28","msrP",2,0,1
"29","msrQ",2,0,1
"30","cynT",0,0,1
"31","cynS",0,0,1
"32","cynX",0,0,1
"33","yqhG",2,0,1
"34","arnB",0,0,1
"35","osmY",44,0,1
"36","gadB",87,0,1
"37","dps",34,0,1
"38","add",0,0,1
"39","ahpF",6,0,1
"40","clpB",1,0,1
"41","dnaJ",0,0,1
"42","dnaK",0,0,1
"43","grxA",0,0,1
"44","gshA",0,0,1
"45","gshB",0,0,1
"46","marB",40,0,1
"47","marR",25,0,1
"48","proP",7,0,1
"49","htpX",4,0,1
"50","katG",17,0,1
"51","groL",1,0,1
"52","groS",3,0,1
"53","hslO",0,0,1
"54","hslU",0,0,1
"55","hslV",0,0,1
"56","htpG",4,0,1
"57","osmB",3,0,1
"58","ybjC",6,0,1
"59","yccA",0,0,1
"60","spy",1,0,1
"61","yebE",0,0,1
"62","nrdF",3,0,1
"63","phoB",0,0,1
"64","phoU",17,0,1
"65","ahpC",2,0,1
"66","fdx",0,0,1
"67","ndh",19,0,1
"68","pepB",0,0,1
"69","pstA",17,0,1
"70","pstB",17,0,1
"71","pstC",19,0,1
"72","pstS",19,0,1
"73","tcyJ",107,0,1
"74","rpoS",57,0,1
"75","mcbA",0,0,1
"76","iscR",0,0,1
"77","nrdE",3,0,1
"78","nrdH",3,0,1
"79","nrdI",3,0,1
"80","sufA",13,0,1
"81","sufB",13,0,1
"82","sufC",13,0,1
"83","sufD",13,0,1
"84","sufE",13,0,1
"85","sufS",13,0,1
"86","sodA",70,0,1
"87","msrA",0,0,1
"88","sodB",10,0,1
"89","iscA",1,0,1
"90","chaA",0,0,1
"91","uspE",4,0,1
"92","cysK",0,0,1
"93","osmC",10,0,1
"94","iscU",1,0,1
"95","phoA",2,0,1
"96","yqhD",0,0,1
"97","pspA",5,0,1
"98","inaA",8,0,1
"99","soxS",16,0,1
"100","cysM",1,0,1
"101","lysA",0,0,1
"102","frmR",0,0,1
"103","cysD",0,0,1
"104","cysN",0,0,1
"105","cysJ",7,0,1
"106","uspA",8,0,1
"107","osmE",16,0,1
"108","otsB",0,0,1
"109","sodC",0,0,1
"110","yfcG",0,0,1
"111","otsA",0,0,1
"112","hscB",0,0,1
"113","katE",5,0,1
"114","degP",4,0,1
"115","cysI",5,0,1
"116","cpxP",1,0,1
"117","cysP",1,0,1
"118","frmB",0,0,1
"119","soxR",3,0,1
"120","sbp",0,0,1
"121","iscS",1,0,1
"122","yciW",0,0,1
"123","clpP",2,0,1
"124","phoR",0,0,1
"125","yhhW",0,0,1
