"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",28.8135593220339,71.1864406779661,2.25988700564972,26.5536723163842,26.7043314500942,1.68549905838041,0.423728813559322,0,0
"Non-plastic
genes",0,100,0,0,0,0,0,0,0
